,CustomerID,LTDValue,PurchaseFrequency,MostRecentPurchase,PurchaseRecencyDays
2205,15349.0,473.81,2,2011-07-04 16:06:00,157
2206,15350.0,115.65,1,2010-12-01 13:33:00,372
2207,15351.0,1960.1100000000001,7,2011-11-27 12:52:00,11
2208,15353.0,777.02,2,2011-03-30 12:15:00,254
2209,15355.0,277.05,2,2011-11-10 13:44:00,28
2210,15356.0,2766.5,10,2011-11-08 13:11:00,30
2212,15360.0,427.93,1,2011-10-31 09:35:00,39
2213,15361.0,418.92,1,2010-12-13 09:52:00,361
2214,15363.0,326.0,1,2010-12-02 12:28:00,372
2215,15364.0,913.19,2,2011-09-05 09:46:00,95
2216,15365.0,2314.32,7,2011-11-14 08:29:00,25
2217,15366.0,602.51,2,2011-09-25 15:01:00,74
2218,15367.0,1877.59,4,2011-10-13 14:13:00,56
2219,15368.0,446.94000000000005,1,2011-11-18 14:42:00,20
2220,15370.0,2386.05,7,2011-10-30 10:58:00,40
2221,15372.0,2007.3999999999999,1,2011-07-25 16:39:00,136
2223,15374.0,168.0,1,2011-08-03 09:59:00,128
2224,15376.0,1233.3600000000001,3,2011-10-30 15:04:00,39
2226,15380.0,1690.2600000000002,5,2011-12-01 12:13:00,8
2227,15381.0,596.85,2,2011-05-10 11:55:00,213
2229,15384.0,642.41,2,2011-06-23 10:57:00,169
2230,15385.0,316.88,1,2011-10-30 15:11:00,39
2231,15386.0,394.14,1,2011-06-06 13:47:00,185
2232,15388.0,140.54,1,2011-03-14 13:53:00,269
2233,15389.0,500.0,1,2011-06-20 16:18:00,171
2234,15392.0,1535.53,4,2011-12-05 11:01:00,4
2235,15393.0,231.86,2,2011-11-23 16:48:00,15
2236,15394.0,2183.54,4,2011-11-30 11:49:00,9
2237,15395.0,107.45,1,2011-01-18 12:40:00,325
2238,15396.0,288.18,1,2011-08-19 10:56:00,112
2239,15397.0,94.0,1,2011-02-23 09:25:00,289
2240,15398.0,1345.53,2,2011-11-23 16:47:00,15
2241,15399.0,815.77,3,2011-12-08 13:04:00,0
2242,15400.0,716.2,5,2011-09-08 13:57:00,91
2243,15402.0,626.77,2,2011-07-14 12:17:00,148
2244,15405.0,349.1,1,2011-06-03 14:44:00,188
2245,15406.0,510.71000000000004,2,2011-11-08 13:22:00,30
2246,15407.0,1056.44,4,2011-11-06 11:55:00,33
2247,15408.0,267.18,1,2011-03-20 15:02:00,263
2248,15410.0,3450.84,8,2011-09-16 14:47:00,83
2249,15411.0,1358.88,4,2011-11-13 15:19:00,25
2250,15412.0,190.53,1,2011-06-21 15:24:00,170
2251,15414.0,774.9000000000001,3,2011-11-30 09:50:00,9
2252,15415.0,572.8100000000001,1,2011-01-30 14:13:00,312
2254,15417.0,508.8,1,2011-09-15 15:26:00,84
2255,15419.0,135.86,1,2011-11-15 09:23:00,24
2256,15421.0,950.36,4,2011-10-12 09:20:00,58
2257,15422.0,97.7,2,2011-01-20 16:17:00,322
2258,15423.0,43.5,1,2011-11-01 14:01:00,37
2259,15424.0,383.34,2,2011-03-30 13:02:00,253
2260,15426.0,1447.39,5,2011-11-20 15:36:00,18
2261,15427.0,1483.14,3,2011-11-06 14:29:00,32
2262,15428.0,93.78,1,2011-11-24 16:54:00,14
2263,15429.0,397.35,2,2011-11-13 12:28:00,26
2264,15432.0,171.19,1,2011-11-16 16:30:00,22
2265,15433.0,533.3,2,2011-05-10 10:45:00,213
2266,15434.0,1041.48,5,2011-12-01 13:33:00,7
2267,15435.0,149.29,1,2011-11-17 16:39:00,21
2268,15436.0,1122.53,3,2011-11-27 16:05:00,11
2269,15437.0,200.16,1,2011-03-22 13:11:00,261
2270,15438.0,156.57999999999998,1,2011-07-31 14:19:00,130
2271,15440.0,383.68,3,2011-10-16 12:16:00,54
2272,15442.0,594.0,1,2011-04-05 12:24:00,248
2273,15443.0,3236.91,7,2011-12-08 10:40:00,1
2274,15444.0,1418.26,2,2011-11-30 17:37:00,8
2275,15445.0,113.5,1,2011-03-20 15:06:00,263
2276,15447.0,155.17,1,2011-01-13 11:26:00,330
2277,15448.0,494.64,1,2011-01-31 10:42:00,312
2278,15449.0,974.52,3,2011-11-13 15:02:00,25
2279,15450.0,429.84,1,2011-11-09 17:11:00,29
2280,15452.0,538.73,3,2011-11-10 12:13:00,29
2281,15453.0,1388.37,7,2011-12-08 10:59:00,1
2282,15454.0,179.1,1,2010-12-12 14:21:00,361
2283,15456.0,447.22,3,2011-03-01 13:51:00,282
2284,15457.0,237.07,1,2011-03-22 15:31:00,261
2285,15458.0,161.64,1,2011-11-14 13:08:00,24
2286,15460.0,216.76,1,2010-12-20 16:08:00,353
2287,15462.0,234.6,3,2011-09-06 13:11:00,93
2288,15463.0,126.14,1,2011-11-10 12:57:00,28
2289,15464.0,1048.85,1,2011-01-05 15:56:00,337
2291,15466.0,334.53,1,2011-09-15 14:08:00,84
2292,15467.0,524.88,3,2011-11-30 14:17:00,8
2293,15468.0,467.51,2,2011-10-19 13:49:00,50
2294,15469.0,538.55,2,2011-10-20 16:21:00,49
2295,15471.0,469.48,1,2011-12-07 14:12:00,1
2296,15472.0,371.56,1,2011-08-18 15:17:00,112
2297,15473.0,1771.2,7,2011-11-25 15:15:00,13
2298,15475.0,454.10999999999996,1,2011-09-23 15:20:00,76
2299,15478.0,1441.42,2,2011-10-30 14:19:00,39
2300,15480.0,905.5,1,2011-08-15 14:32:00,115
2302,15483.0,233.81,4,2011-07-01 13:07:00,160
2303,15484.0,3594.31,4,2011-12-08 15:03:00,0
2304,15485.0,2575.0,3,2011-11-09 14:31:00,29
2305,15488.0,91.32000000000001,1,2011-09-08 10:11:00,92
2306,15489.0,1134.28,3,2011-11-17 08:53:00,22
2307,15491.0,3100.09,6,2011-09-05 15:56:00,94
2308,15492.0,659.4599999999999,2,2011-11-11 14:53:00,27
2309,15493.0,2001.8,5,2011-11-07 12:04:00,32
2310,15494.0,1299.23,2,2011-11-18 14:51:00,20
2311,15497.0,1262.2,2,2011-11-22 11:51:00,17
2313,15500.0,1131.56,4,2011-12-01 13:47:00,7
2315,15503.0,147.09,1,2010-12-12 10:57:00,362
2316,15504.0,52.83,1,2011-09-19 13:45:00,80
2317,15505.0,3610.96,5,2011-10-18 07:56:00,52
2318,15506.0,979.26,3,2011-11-17 12:11:00,22
2319,15507.0,492.36,1,2011-06-21 11:19:00,171
2320,15508.0,1000.27,6,2011-06-03 15:43:00,188
2321,15510.0,250.0,1,2011-01-13 12:10:00,330
2322,15511.0,909.23,5,2011-11-28 09:43:00,11
2323,15512.0,121.0,2,2011-07-07 10:20:00,155
2326,15516.0,62.43,3,2011-10-26 10:51:00,44
2327,15517.0,267.03,1,2011-04-20 14:02:00,232
2328,15518.0,1942.45,8,2011-10-06 13:05:00,63
2329,15520.0,343.5,1,2011-12-08 10:58:00,1
2330,15521.0,3000.2,8,2011-10-30 13:42:00,39
2331,15522.0,398.84,2,2011-11-07 11:26:00,32
2332,15523.0,412.01000000000005,1,2011-09-16 16:29:00,83
2333,15524.0,440.0,1,2011-11-15 12:09:00,24
2334,15525.0,825.92,3,2011-12-07 14:43:00,1
2335,15526.0,148.44,2,2011-11-06 15:04:00,32
2336,15527.0,2429.78,8,2011-11-21 12:17:00,18
2337,15528.0,229.33,1,2011-03-30 16:14:00,253
2339,15530.0,1502.35,4,2011-11-18 12:25:00,21
2340,15531.0,2007.44,2,2011-12-01 18:43:00,7
2341,15532.0,1580.93,4,2011-11-14 14:51:00,24
2342,15533.0,807.57,3,2011-11-20 15:35:00,18
2343,15535.0,536.4,4,2011-06-19 16:02:00,172
2344,15537.0,110.92,1,2011-06-29 13:10:00,162
2345,15539.0,538.46,1,2011-12-02 13:36:00,6
2346,15540.0,213.3,1,2011-11-28 13:51:00,10
2347,15541.0,85.13000000000001,1,2011-08-17 14:58:00,113
2348,15543.0,127.86,1,2011-02-24 15:26:00,287
2349,15544.0,3546.71,9,2011-11-30 16:43:00,8
2350,15545.0,292.71999999999997,2,2011-10-16 13:24:00,53
2352,15549.0,1693.26,3,2011-09-23 16:22:00,76
2353,15550.0,575.63,4,2011-12-05 15:38:00,3
2354,15551.0,436.06,1,2011-11-03 12:37:00,36
2355,15552.0,90.12,1,2011-05-06 14:47:00,216
2356,15553.0,437.23,1,2011-10-10 14:02:00,59
2357,15554.0,217.2,1,2011-03-07 09:00:00,277
2359,15556.0,279.77,1,2011-11-15 16:08:00,23
2360,15557.0,473.65000000000003,1,2011-11-11 12:46:00,28
2361,15561.0,800.59,4,2011-11-28 11:07:00,11
2362,15562.0,134.55,1,2010-12-23 09:55:00,351
2363,15563.0,1400.44,4,2011-11-17 14:50:00,21
2364,15565.0,173.16,2,2011-10-20 14:33:00,49
2365,15567.0,186.01,1,2011-11-21 10:48:00,18
2366,15568.0,758.29,3,2011-12-07 11:27:00,2
2367,15569.0,1375.71,5,2011-08-28 10:15:00,103
2369,15571.0,650.4300000000001,4,2011-11-28 10:02:00,11
2370,15572.0,2552.86,7,2011-12-05 10:09:00,4
2371,15573.0,607.45,2,2011-11-08 11:38:00,31
2372,15574.0,702.25,4,2011-06-15 12:01:00,177
2373,15576.0,940.6700000000001,1,2011-11-02 12:03:00,37
2374,15577.0,258.88,3,2011-07-11 17:03:00,150
2375,15578.0,127.1,1,2011-06-30 13:03:00,161
2376,15579.0,348.6,2,2011-10-02 12:45:00,68
2378,15582.0,682.9100000000001,3,2011-11-15 09:55:00,24
2379,15584.0,725.11,4,2011-11-16 10:55:00,23
2380,15585.0,455.3,1,2011-06-16 08:38:00,176
2381,15587.0,913.6800000000001,4,2011-10-20 13:37:00,49
2382,15589.0,478.53000000000003,3,2011-03-29 09:54:00,255
2383,15592.0,388.58,1,2011-10-24 08:59:00,46
2384,15593.0,199.8,1,2011-09-30 11:46:00,70
2385,15594.0,1771.78,5,2011-11-24 08:53:00,15
2386,15596.0,1406.59,5,2011-08-31 10:55:00,100
2387,15597.0,324.57,1,2011-11-04 13:26:00,34
2388,15598.0,240.68,1,2011-10-17 16:04:00,52
2389,15599.0,761.74,2,2011-11-13 11:44:00,26
2391,15602.0,1297.8700000000001,9,2011-12-01 14:14:00,7
2392,15603.0,48.480000000000004,1,2011-09-22 10:04:00,78
2393,15604.0,216.39,1,2011-10-18 14:47:00,51
2394,15605.0,1198.23,5,2011-11-03 14:17:00,35
2395,15606.0,2920.16,9,2011-10-09 15:47:00,60
2396,15607.0,104.76,1,2011-01-07 12:44:00,336
2397,15608.0,1093.68,4,2011-11-11 13:20:00,27
2398,15609.0,298.48,1,2011-06-08 13:00:00,183
2399,15610.0,112.46000000000001,1,2011-10-19 10:36:00,51
2400,15611.0,1570.45,11,2011-11-30 12:36:00,9
2401,15612.0,195.15,2,2011-11-03 14:52:00,35
2403,15618.0,776.85,4,2011-11-07 08:34:00,32
2404,15619.0,336.40000000000003,1,2011-11-29 08:14:00,10
2405,15620.0,1553.18,3,2011-10-14 12:41:00,56
2406,15621.0,1293.03,4,2011-12-05 14:01:00,3
2408,15623.0,301.03,1,2011-07-21 17:26:00,140
2409,15624.0,588.13,4,2011-08-15 11:38:00,116
2410,15625.0,1534.26,4,2011-08-28 10:21:00,103
2411,15626.0,675.8,2,2011-09-26 10:03:00,74
2412,15628.0,2870.2400000000002,9,2011-12-05 10:24:00,4
2413,15630.0,1186.35,2,2011-10-25 15:36:00,44
2414,15632.0,3285.31,8,2011-11-24 09:51:00,15
2415,15634.0,243.55,1,2011-11-22 16:28:00,16
2416,15636.0,724.76,2,2011-09-11 11:17:00,89
2417,15637.0,223.36,1,2011-10-18 08:28:00,52
2418,15639.0,425.32,1,2011-07-28 14:30:00,133
2420,15641.0,1887.2,4,2011-08-26 14:04:00,104
2421,15643.0,664.0,3,2011-06-01 07:38:00,191
2422,15644.0,813.0,4,2011-06-26 14:54:00,165
2423,15645.0,612.01,1,2011-11-21 11:55:00,18
2424,15646.0,447.64000000000004,3,2011-07-05 09:53:00,157
2425,15648.0,657.35,2,2011-05-19 15:53:00,203
2426,15649.0,816.0,2,2011-01-07 13:34:00,335
2427,15651.0,646.3,3,2011-11-03 08:41:00,36
2428,15652.0,337.74,1,2011-09-09 14:22:00,90
2429,15653.0,877.4399999999999,2,2011-09-08 10:49:00,92
2430,15654.0,922.53,2,2011-11-30 13:08:00,8
2431,15655.0,560.67,1,2011-04-10 15:25:00,242
2432,15656.0,748.5,4,2011-10-25 14:56:00,44
2433,15657.0,30.0,1,2011-11-17 12:19:00,22
2434,15658.0,1024.1000000000001,5,2011-06-02 15:22:00,189
2435,15659.0,306.45,1,2011-10-27 09:23:00,43
2436,15660.0,1600.86,9,2011-11-14 16:58:00,24
2437,15661.0,309.8,2,2011-01-26 13:56:00,316
2438,15663.0,138.14,1,2011-08-25 15:50:00,105
2439,15664.0,386.43,1,2011-10-20 10:57:00,50
2440,15665.0,2242.01,2,2011-06-24 14:57:00,167
2441,15667.0,301.32,1,2011-10-31 10:56:00,39
2442,15668.0,76.32000000000001,1,2011-05-06 10:39:00,217
2443,15669.0,684.34,4,2011-10-30 16:03:00,39
2444,15670.0,173.05,1,2011-02-16 10:50:00,296
2445,15671.0,2657.13,7,2011-11-21 12:43:00,18
2446,15673.0,2881.02,4,2011-09-12 16:12:00,87
2447,15674.0,2446.6,5,2011-09-27 15:17:00,72
2448,15675.0,323.69,3,2011-09-19 13:48:00,80
2449,15676.0,3435.76,3,2011-11-21 12:40:00,18
2450,15677.0,657.23,1,2011-10-21 15:36:00,48
2451,15678.0,352.7,1,2011-10-18 09:25:00,52
2452,15679.0,781.28,4,2011-11-15 16:19:00,23
2453,15680.0,1333.68,3,2011-11-30 13:46:00,8
2454,15681.0,1426.16,5,2011-11-14 16:30:00,24
2455,15683.0,193.75,1,2011-08-14 12:56:00,116
2456,15687.0,2993.1,9,2011-12-01 08:33:00,8
2457,15689.0,254.1,2,2011-08-12 09:37:00,119
2458,15690.0,239.76,2,2011-12-05 15:59:00,3
2459,15691.0,136.8,1,2011-04-01 15:13:00,251
2460,15692.0,191.04,1,2011-11-11 14:12:00,27
2462,15695.0,409.98,2,2011-03-18 08:32:00,266
2463,15696.0,2736.46,8,2011-11-06 14:02:00,32
2464,15699.0,309.65,1,2011-11-22 08:26:00,17
2465,15700.0,696.68,2,2011-06-20 16:53:00,171
2466,15701.0,1542.14,4,2011-12-07 14:39:00,1
2467,15703.0,211.5,1,2011-03-20 10:51:00,264
2468,15704.0,2293.62,4,2011-07-22 13:35:00,139
2469,15705.0,143.1,1,2011-05-22 15:37:00,200
2470,15706.0,1060.56,4,2011-10-07 10:09:00,63
2471,15707.0,945.58,4,2011-11-04 14:35:00,34
2472,15708.0,3364.2400000000002,7,2011-10-30 10:54:00,40
2473,15709.0,133.25,1,2011-03-01 10:38:00,283
2474,15712.0,1072.3600000000001,5,2011-11-30 14:09:00,8
2475,15713.0,356.7,2,2011-07-19 13:34:00,142
2476,15714.0,330.88,2,2011-11-28 11:26:00,11
2477,15716.0,1118.81,4,2011-07-17 11:59:00,145
2478,15717.0,150.3,1,2011-04-19 13:21:00,233
2480,15720.0,598.73,1,2011-11-15 14:48:00,23
2481,15721.0,507.08,1,2011-11-28 12:14:00,11
2482,15722.0,2222.56,5,2011-11-04 11:43:00,35
2483,15723.0,203.1,1,2010-12-10 11:12:00,364
2484,15724.0,218.25,2,2011-05-22 14:40:00,200
2485,15725.0,415.25,1,2011-11-24 14:51:00,14
2487,15729.0,85.0,1,2011-05-11 12:36:00,212
2488,15730.0,1120.88,3,2011-10-05 12:31:00,65
2489,15732.0,294.12,2,2011-05-11 14:24:00,211
2490,15733.0,162.3,1,2011-03-02 09:05:00,282
2491,15734.0,1339.45,2,2011-08-17 10:50:00,114
2492,15737.0,1205.1200000000001,8,2011-11-25 11:21:00,14
2494,15739.0,449.12,1,2011-10-04 13:42:00,65
2495,15740.0,154.88,1,2011-10-21 14:29:00,48
2496,15743.0,784.46,4,2011-11-23 17:19:00,15
2497,15744.0,34.8,1,2011-09-23 09:52:00,77
2498,15745.0,1094.59,4,2011-11-20 13:45:00,18
2499,15746.0,196.88,1,2011-07-28 15:21:00,133
2500,15747.0,974.04,3,2011-11-27 12:26:00,12
2501,15748.0,149.31,1,2011-10-30 12:51:00,39
2503,15750.0,2465.48,8,2011-12-07 12:34:00,2
2504,15752.0,2637.38,7,2011-10-31 11:37:00,39
2505,15753.0,79.2,1,2011-02-08 12:41:00,304
2506,15754.0,458.57,3,2011-10-19 14:40:00,50
2507,15755.0,2364.25,6,2011-11-29 14:57:00,9
2508,15756.0,532.96,4,2011-10-09 13:30:00,60
2509,15757.0,714.42,2,2011-10-05 12:14:00,65
2510,15758.0,205.25,1,2011-11-15 10:48:00,24
2511,15759.0,253.04,3,2011-05-05 15:13:00,217
2512,15762.0,583.75,2,2011-10-05 16:15:00,64
2513,15763.0,1086.92,2,2011-11-08 09:44:00,31
2514,15764.0,3279.97,6,2011-09-12 17:58:00,87
2515,15766.0,315.06,1,2011-10-06 17:03:00,63
2516,15768.0,621.8299999999999,3,2011-08-16 10:48:00,115
2518,15773.0,635.6800000000001,1,2011-12-04 12:48:00,5
2519,15774.0,270.8,1,2011-10-02 12:04:00,68
2520,15775.0,104.9,1,2011-04-08 12:56:00,244
2521,15776.0,241.62,1,2011-07-29 13:46:00,132
2522,15777.0,1047.11,4,2011-04-12 16:43:00,240
2523,15780.0,475.28000000000003,3,2011-06-09 12:01:00,183
2524,15781.0,345.46,3,2011-11-14 14:57:00,24
2525,15782.0,2614.7400000000002,3,2011-11-30 10:49:00,9
2526,15783.0,246.3,1,2011-11-29 09:50:00,10
2527,15785.0,2328.9700000000003,5,2011-11-07 11:33:00,32
2529,15787.0,948.05,3,2011-11-13 14:55:00,25
2530,15789.0,351.3,1,2010-12-16 14:35:00,357
2531,15790.0,220.85,1,2011-11-29 14:53:00,9
2532,15791.0,1612.69,2,2011-10-27 10:14:00,43
2533,15793.0,965.61,3,2011-11-25 09:31:00,14
2534,15795.0,610.01,1,2011-07-13 10:43:00,149
2535,15796.0,2711.56,8,2011-12-08 19:55:00,0
2536,15797.0,2207.4,4,2011-08-18 17:04:00,112
2537,15799.0,884.14,3,2011-09-25 12:46:00,75
2538,15800.0,699.08,2,2011-08-24 14:23:00,106
2539,15801.0,1063.95,3,2011-10-24 13:52:00,45
2540,15802.0,451.42,1,2011-07-20 11:38:00,142
2541,15803.0,415.82000000000005,1,2011-10-19 14:56:00,50
2544,15806.0,784.58,3,2011-10-24 14:35:00,45
2545,15807.0,903.9,3,2011-10-20 14:10:00,49
2547,15809.0,515.77,5,2011-11-03 16:40:00,35
2548,15810.0,1391.98,4,2011-09-22 09:38:00,78
2549,15811.0,2218.62,6,2011-11-17 15:31:00,21
2550,15812.0,1801.14,5,2011-08-24 14:19:00,106
2551,15813.0,1303.9099999999999,2,2011-05-16 08:13:00,207
2552,15814.0,1945.33,4,2011-11-23 08:17:00,16
2553,15815.0,2100.6,5,2011-10-07 12:42:00,63
2554,15819.0,1905.45,4,2011-10-21 14:50:00,48
2555,15820.0,206.98,1,2011-01-24 12:00:00,319
2556,15821.0,570.96,2,2011-10-26 15:48:00,43
2557,15822.0,885.47,2,2011-12-06 14:50:00,2
2558,15825.0,532.94,1,2011-06-20 13:27:00,171
2559,15826.0,1654.31,3,2011-10-14 16:05:00,55
2561,15829.0,636.14,2,2011-09-01 16:45:00,98
2562,15830.0,576.0,1,2011-11-02 10:40:00,37
2563,15831.0,801.76,3,2011-10-12 13:14:00,57
2564,15832.0,836.79,1,2011-03-30 15:29:00,253
2565,15834.0,2233.75,4,2011-09-30 14:41:00,69
2566,15835.0,954.09,4,2011-10-26 15:47:00,43
2567,15836.0,137.37,1,2011-10-20 17:13:00,49
2568,15837.0,391.98,1,2011-10-06 09:01:00,64
2570,15839.0,1048.49,3,2011-11-06 13:54:00,32
2571,15840.0,355.56,2,2011-10-12 09:08:00,58
2572,15841.0,1224.06,4,2011-09-28 12:15:00,72
2573,15843.0,118.95000000000002,1,2011-02-09 10:19:00,303
2574,15844.0,130.73999999999998,1,2011-10-24 15:19:00,45
2576,15847.0,389.27,2,2011-11-01 14:41:00,37
2577,15850.0,238.85,2,2011-11-20 14:14:00,18
2578,15852.0,160.71,2,2011-06-06 11:22:00,186
2579,15853.0,110.8,1,2011-10-19 10:38:00,51
2581,15855.0,712.24,5,2011-07-26 10:20:00,136
2583,15857.0,297.0,1,2011-11-21 12:18:00,18
2584,15858.0,1438.85,5,2011-11-24 12:48:00,15
2585,15860.0,977.21,8,2011-10-30 11:25:00,40
2586,15861.0,3165.36,8,2011-11-27 15:59:00,11
2587,15862.0,832.88,4,2011-12-01 13:28:00,7
2588,15863.0,68.84,2,2011-11-14 12:49:00,25
2589,15864.0,1936.3200000000002,6,2011-11-17 13:32:00,21
2590,15865.0,895.13,3,2011-10-30 12:43:00,40
2591,15866.0,230.53,1,2011-08-30 14:09:00,100
2593,15869.0,149.64,2,2011-03-07 17:23:00,276
2594,15870.0,354.09000000000003,1,2011-11-07 10:58:00,32
2595,15872.0,360.93,2,2011-11-25 11:55:00,14
2597,15877.0,493.28,2,2011-12-08 11:53:00,1
2598,15880.0,343.28000000000003,1,2010-12-05 13:00:00,368
2599,15881.0,501.39000000000004,5,2011-01-31 16:59:00,311
2600,15882.0,516.36,4,2011-05-25 11:35:00,198
2601,15883.0,396.48,2,2011-12-07 17:05:00,1
2602,15885.0,364.35,2,2011-09-07 14:56:00,92
2603,15886.0,181.09,1,2011-10-10 14:25:00,59
2604,15888.0,168.31,1,2011-09-20 12:30:00,80
2605,15889.0,446.87,2,2011-07-06 11:10:00,156
2606,15891.0,524.52,1,2011-04-27 12:35:00,226
2607,15894.0,263.55,2,2011-03-31 13:50:00,252
2608,15895.0,179.17,1,2011-07-13 10:27:00,149
2609,15897.0,222.05,2,2011-05-29 13:50:00,193
2610,15898.0,1388.88,5,2011-12-08 15:23:00,0
2611,15899.0,56.25,1,2010-12-06 10:36:00,368
2612,15900.0,351.11,1,2011-11-16 12:19:00,23
2613,15901.0,363.88,3,2011-11-23 12:43:00,16
2615,15904.0,164.68,1,2011-12-01 14:50:00,7
2616,15906.0,1567.69,7,2011-11-20 12:24:00,19
2617,15907.0,967.45,3,2011-12-06 12:21:00,3
2618,15909.0,191.94,1,2011-06-19 10:38:00,173
2619,15910.0,1232.18,8,2011-12-09 10:51:00,0
2620,15912.0,264.62,2,2011-06-14 14:29:00,177
2621,15916.0,1528.09,8,2011-11-23 13:46:00,15
2622,15917.0,123.1,1,2011-04-06 10:40:00,247
2623,15918.0,334.23,2,2011-06-02 11:42:00,190
2624,15919.0,639.89,2,2011-11-20 11:28:00,19
2625,15920.0,167.5,4,2011-07-08 15:31:00,153
2626,15921.0,336.03000000000003,1,2011-06-20 11:03:00,172
2627,15922.0,369.5,1,2010-12-01 13:51:00,372
2628,15923.0,127.08,1,2010-12-02 12:16:00,372
2629,15925.0,207.15,1,2011-05-29 15:35:00,193
2630,15930.0,426.63,1,2011-10-03 14:52:00,66
2631,15932.0,2495.87,8,2011-12-05 17:13:00,3
2632,15933.0,1107.46,3,2011-11-18 13:14:00,20
2633,15935.0,416.86,2,2011-04-14 13:27:00,238
2634,15937.0,145.35,1,2011-10-06 15:48:00,63
2635,15938.0,404.58,5,2011-08-19 12:56:00,111
2637,15940.0,35.8,1,2011-02-01 16:18:00,310
2638,15942.0,337.44,1,2011-07-29 09:01:00,133
2639,15944.0,325.1,1,2011-03-08 10:33:00,276
2640,15945.0,181.0,1,2010-12-09 13:14:00,364
2641,15947.0,1708.24,1,2011-09-18 10:46:00,82
2642,15948.0,955.24,2,2011-12-01 15:32:00,7
2643,15949.0,364.72,2,2011-11-23 09:09:00,16
2644,15950.0,1765.51,4,2011-11-08 11:09:00,31
2645,15951.0,708.22,2,2011-12-01 08:34:00,8
2646,15952.0,806.57,4,2011-11-06 11:18:00,33
2647,15953.0,1659.3799999999999,8,2011-11-24 15:32:00,14
2649,15957.0,428.89,1,2011-11-08 12:14:00,31
2650,15958.0,104.35,1,2011-09-26 13:41:00,73
2651,15963.0,470.76,2,2011-11-20 11:33:00,19
2652,15965.0,845.64,4,2011-11-22 16:44:00,16
2653,15967.0,418.83,2,2011-11-16 15:41:00,22
2654,15969.0,666.1,3,2011-12-07 11:06:00,2
2655,15970.0,314.1,1,2011-02-09 12:08:00,303
2657,15973.0,307.82000000000005,1,2010-12-08 11:42:00,366
2658,15974.0,3442.15,7,2011-10-31 13:13:00,38
2659,15975.0,371.01,1,2011-09-16 13:33:00,83
2660,15976.0,430.94,2,2011-06-27 13:00:00,164
2661,15977.0,1054.73,2,2011-11-22 13:29:00,16
2662,15978.0,1098.78,1,2011-09-23 15:21:00,76
2663,15980.0,2398.86,3,2011-09-12 09:41:00,88
2664,15981.0,3408.48,8,2011-11-15 08:00:00,24
2665,15983.0,1475.02,4,2011-11-17 17:34:00,21
2666,15984.0,2837.67,10,2011-12-07 12:16:00,2
2667,15985.0,1142.42,2,2011-08-08 16:31:00,122
2668,15986.0,168.12,1,2011-11-09 15:17:00,29
2669,15987.0,1451.28,7,2011-11-27 15:38:00,11
2670,15988.0,158.03,1,2011-11-20 13:23:00,18
2671,15990.0,792.11,2,2011-10-26 15:58:00,43
2672,15992.0,41.989999999999995,1,2011-12-06 11:00:00,3
2673,15993.0,2797.57,7,2011-12-01 10:45:00,8
2674,15994.0,427.07,1,2011-10-16 12:28:00,54
2675,15996.0,1060.68,6,2011-09-12 15:14:00,87
2676,15998.0,3089.97,5,2011-11-03 12:45:00,36
2678,16003.0,2735.37,5,2011-11-10 09:57:00,29
2679,16005.0,615.39,4,2011-11-27 13:47:00,11
2680,16006.0,101.4,1,2011-05-12 13:12:00,210
2681,16007.0,1701.94,4,2011-10-23 11:05:00,47
2682,16008.0,478.78,3,2011-11-16 10:32:00,23
2683,16009.0,992.71,4,2011-11-17 16:51:00,21
2684,16010.0,407.5,3,2011-04-08 10:14:00,245
2686,16012.0,1415.29,3,2011-11-04 13:25:00,34
2688,16014.0,662.38,3,2011-11-02 12:04:00,37
2689,16015.0,705.39,3,2011-12-06 10:58:00,3
2690,16016.0,1508.76,8,2011-12-06 14:35:00,2
2691,16017.0,211.88,1,2011-10-23 12:56:00,46
2692,16018.0,408.90000000000003,2,2011-10-31 14:13:00,38
2694,16020.0,851.01,3,2011-11-23 11:18:00,16
2695,16022.0,628.28,1,2011-03-24 13:16:00,259
2696,16023.0,719.81,3,2011-10-24 16:34:00,45
2697,16024.0,251.24,1,2011-11-27 13:26:00,11
2698,16025.0,439.65999999999997,1,2011-11-10 11:45:00,29
2699,16026.0,236.09,1,2011-10-27 13:53:00,42
2700,16027.0,934.62,6,2011-09-09 10:47:00,91
2702,16030.0,331.24,1,2011-02-03 11:28:00,309
2703,16031.0,548.94,2,2011-09-08 13:07:00,91
2705,16034.0,437.7,3,2011-05-27 16:17:00,195
2706,16036.0,758.92,2,2011-09-13 14:53:00,86
2707,16037.0,855.02,3,2011-03-15 09:13:00,269
2708,16038.0,471.78000000000003,3,2011-12-02 12:40:00,7
2709,16040.0,1313.55,3,2011-10-05 13:47:00,64
2710,16041.0,3166.4,3,2011-11-09 12:25:00,30
2711,16042.0,1197.27,5,2011-11-17 17:50:00,21
2712,16043.0,773.99,4,2011-11-02 12:50:00,37
2713,16045.0,1340.7,4,2011-08-12 12:41:00,119
2714,16048.0,256.44,2,2010-12-01 15:28:00,372
2715,16049.0,1111.79,3,2011-10-30 13:19:00,39
2716,16050.0,137.9,1,2011-06-19 11:44:00,173
2717,16052.0,362.06,1,2011-10-16 15:13:00,53
2718,16053.0,1511.95,2,2011-11-07 11:21:00,32
2719,16054.0,783.9,1,2011-07-17 13:08:00,144
2720,16055.0,134.8,1,2011-05-03 09:26:00,220
